>>Filename:written_encyc_art_Arte y arquitectura africanas.txt
>>Mode:written
>>Register:encyclopedia
>>End header
sólo ^r+++++++sólo+
sus ^d3cp+pos+++++_prepos_+su+
manifestaciones ^nfp+com+++++_plurn_derivn_+manifestación+
artísticas ^jfp++++++_postadj_+artístico+
; ^punc+sent+;++++++
otras ^d3fp+ind++++!!+_quant_+otro+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
sobrevivido ^vm+ps+0s+++++sobrevivir+
, ^punc++,++++++
con ^en++++++_1wrdprep_+con+
lo ^p3cn+rel+++++_othelque_+él+
que ^p3cn"+rel++++++que+
su ^d3cs+pos+++++_prepos_+su+
tradición ^nfs+com+++++_singn_derivn_+tradición+
artística ^jfs++++++_postadj_+artístico+
continúa ^vm+ip+3s++++_indicat_present_+continuar+
. ^punc+sent+.++++++
A ^en++++++_1wrdprep_+a+
. ^punc+sent+.++++++
Artes ^ncp+com+++++_nodetnp_plurn_+arte+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
sabana ^nfs+com+++++_singn_+sabana+
occidental ^jcs++++++_postadj_+occidental+
Entre ^en++++++_1wrdprep_+entre+
las ^lfp+def+++++_defart_+la+
tradiciones ^nfp+com+++++_plurn_derivn_+tradición+
artísticas ^jfp++++++_postadj_+artístico+
más ^r++++++_rbother_+más+
conocidas ^jfp+++++!!++conocido+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
sabana ^nfs+com+++++_singn_+sabana+
occidental ^jcs++++++_postadj_+occidental+
están ^vm+ip+3p++++_indicat_present_mvestar_vexist_+estar+
las ^lfp+def+++++_lode_defart_+la+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
, ^punc++,++++++
bambara ^n+++++??+_nodetnp_++
, ^punc++,++++++
mossi ^n+++++??+_nodetnp_++
, ^punc++,++++++
bobo ^jms+++++!!++bobo+
y ^con+coor+++++_gensingcon_+y+
tamberma ^n+++++??+_nodetnp_++
que ^que+relat++++!!+_relproque_+que+
habitan ^vm+ip+3p++++_indicat_present_+habitar+
las ^lfp+def+++++_defart_+la+
llanuras ^nfp+com+++++_plurn_+llanura+
secas ^jfp++++++_postadj_+seco+
y ^con+coor+++++_gensingcon_+y+
herbáceas ^n+++++??+_nodetnp_++
de ^en++++++_1wrdprep_+de+
Malí ^n+prop++++??+_propn_+malí+
, ^punc++,++++++
Burkina ^n+prop++++??+_propn_+burkina+
Faso ^n+prop+++++_propn_+faso+
y ^con+coor+++++_gensingcon_+y+
Togo ^vm+++++??+++
. ^punc+sent+.++++++
Las ^lfp+def+++++_defart_+la+
artes ^ncp+com+++++_plurn_+arte+
plásticas ^jfp++++++_postadj_+plástico+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
, ^punc++,++++++
una ^lfs+ind+++++_lode_indefart_+un+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
tribus ^nfp+com+++++_plurn_+tribu+
más ^r++++++_rbother_+más+
aisladas ^jfp+++++!!++aislado+
, ^punc++,++++++
han ^va+ip+3p++++_indicat_present_perfect_+haber+
sido ^vm+ps+0s++++_mvser_vexist_+ser+
especialmente ^r++++++_rbmente_+especialmente+
bien ^r+++++!!+_rbmannr_+bien+
estudiadas ^jfp+++++!!++estudiado+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
tienen ^vm+ip+3p++++_indicat_present_+tener+
una ^lfs+ind+++++_indefart_+un+
rica ^nfs+com++++!!+_singn_+rico+
y ^con+coor+++++_gensingcon_+y+
compleja ^jfs++++++_preadj_+complejo+
base ^ncs+com++++!!+_nodetnp_singn_+base+
filosófica ^jfs++++++_postadj_+filosófico+
sobre ^en++++++_1wrdprep_+sobre+
la ^p3fs+rel++++++la+
que ^p3fs"+rel++++++que+
apoyaron ^vm+is+3p++++_indicat_preter_+apoyar+
sus ^d3cp+pos+++++_prepos_+su+
producciones ^nfp+com+++++_plurn_derivn_+producción+
artísticas ^jfp++++++_postadj_+artístico+
. ^punc+sent+.++++++
Sus ^d3cp+pos+++++_prepos_+su+
poblados ^nmp+com++++!!+_plurn_+poblado+
, ^punc++,++++++
por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
semejan ^vm+ip+3p++++_indicat_present_+semejar+
una ^lfs+ind+++++_indefart_+un+
forma ^nfs+com+++++_singn_+forma+
humana ^jfs++++++_postadj_+humano+
, ^punc++,++++++
representando ^vm+pp+00++++_present_+representar+
a ^en++++++_1wrdprep_+a+
los ^lmp+def+++++_defart_+el+
nommo ^n+++++??+++
, ^punc++,++++++
primeros ^mmp+ord++++!!++primero+
seres ^nmp+com+++++_plurn_+ser+
humanos ^jmp+++++!!+_postadj_+humano+
creados ^vm+ps+0p++++_preter_+crear+
por ^en++++++_1wrdprep_+por+
el ^lms+def+++++_defart_+el+
dios ^n00+++++!!++dios+
Sol ^n+prop++++!!+_propn_+sol+
y ^con+coor+++++_gensingcon_+y+
creador ^nms+com++++!!+_nodetnp_singn_derivn_+creador+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
. ^punc+sent+.++++++
Partes ^nfp+com+++++_nodetnp_plurn_+parte+
importantes ^jcp++++++_postadj_+importante+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
fisonomía ^nfs+com+++++_singn_+fisonomía+
en ^en++++++_1wrdprep_+en+
que ^que+relat++++!!+_relproque_+que+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
estructuran ^vm+ip+3p++++_indicat_present_+estructurar+
estos ^d3mp+dem++++!!+_predem_+este+
poblados ^nmp+com++++!!+_plurn_+poblado+
son ^vm+ip+3p++++_indicat_present_mvser_vexist_+ser+
: ^punc+sent+:++++++
la ^lfs+def+++++_defart_+la+
cabeza ^nfs+com+++++_singn_derivn_+cabeza+
( ^punc++(++++++
herrería ^nfs+com+++++_nodetnp_singn_+herrería+
y ^con+coor+++++_gensingcon_+y+
casas ^nfp+com+++++_nodetnp_plurn_+casa+
para ^en++++++_1wrdprep_+para+
hombres ^nmp+com+++++_nodetnp_plurn_+hombre+
, ^punc++,++++++
) ^punc++)++++++
el ^lms+def+++++_defart_+el+
tórax ^nmn+com++++++tórax+
( ^punc++(++++++
casas ^nfp+com+++++_nodetnp_plurn_+casa+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
jefes ^nmp+com+++++_plurn_+jefe+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
distintos ^jmp++++++_preadj_+distinto+
clanes ^nmp+com+++++_plurn_+clan+
o ^con+coor+++++_gensingcon_+o+
linajes ^nmp+com+++++_nodetnp_plurn_derivn_+linaje+
, ^punc++,++++++
) ^punc++)++++++
las ^lfp+def+++++_defart_+la+
manos ^nmp+com+++++_plurn_+mano+
( ^punc++(++++++
casas ^nfp+com+++++_nodetnp_plurn_+casa+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
mujeres ^nfp+com+++++_plurn_+mujer+
, ^punc++,++++++
) ^punc++)++++++
los ^lmp+def+++++_defart_+el+
genitales ^jcp+++++!!++genital+
( ^punc++(++++++
mortero ^nms+com+++++_nodetnp_singn_+mortero+
y ^con+coor+++++_gensingcon_+y+
altar ^nms+com+++++_nodetnp_singn_+altar+
) ^punc++)++++++
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
pies ^nmp+com+++++_plurn_+pie+
( ^punc++(++++++
capillas ^nfp+com+++++_nodetnp_plurn_+capilla+
. ^punc+sent+.++++++
) ^punc++)++++++
Las ^lfp+def+++++_defart_+la+
máscaras ^nfp+com+++++_plurn_+máscara+
dogon ^v+++++??+++
, ^punc++,++++++
realizadas ^vm+ps+0p++++_preter_+realizar+
por ^en++++++_1wrdprep_+por+
la ^lfs+def+++++_defart_+la+
asociación ^nfs+com++++!!+_singn_derivn_+asociación+
de ^en++++++_1wrdprep_+de+
hombres ^nmp+com+++++_nodetnp_plurn_+hombre+
awa ^v+++++??+++
, ^punc++,++++++
representan ^vm+ip+3p++++_indicat_present_+representar+
la ^lfs+def+++++_defart_+la+
imagen ^nfs+com+++++_singn_+imagen+
que ^que+relat++++!!+_relproque_+que+
los ^lmp+def+++++_defart_+el+
dogon ^n+++++??+++
tienen ^vm+ip+3p++++_indicat_present_+tener+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
mundo ^nms+com+++++_singn_+mundo+
en ^en++++++_1wrdprep_+en+
su ^d3cs+pos+++++_prepos_+su+
totalidad ^nfs+com+++++_singn_derivn_+totalidad+
, ^punc++,++++++
con ^en++++++_1wrdprep_+con+
los ^lmp+def+++++_defart_+el+
animales ^nmp+com++++!!+_plurn_+animal+
y ^con+coor+++++_gensingcon_+y+
gentes ^nfp+com+++++_nodetnp_plurn_+gente+
que ^que+relat++++!!+_relproque_+que+
lo ^p3ms+per++++!!+_3pro_+él+
habitan ^vm+ip+3p++++_indicat_present_+habitar+
. ^punc+sent+.++++++
El ^lms+def+++++_defart_+el+
antílope ^nms+com+++++_singn_+antílope+
, ^punc++,++++++
el ^lms+def+++++_defart_+el+
pájaro ^nms+com+++++_singn_+pájaro+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
liebre ^nfs+com+++++_singn_+liebre+
, ^punc++,++++++
las ^lfp+def+++++_defart_+la+
mujeres ^nfp+com+++++_plurn_+mujer+
fulani ^n+++++??+_nodetnp_++
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
hombres ^nmp+com+++++_plurn_+hombre+
samana ^n+++++??+_nodetnp_++
son ^vm+ip+3p++++_indicat_present_mvser_vexist_+ser+
algunas ^d3fp+ind++++!!+_quant_+algún+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
formas ^nfp+com+++++_plurn_+forma+
y ^con+coor+++++_gensingcon_+y+
modelos ^nmp+com++++!!+_nodetnp_plurn_+modelo+
que ^que+relat++++!!+_relproque_+que+
aparecen ^vm+ip+3p++++_indicat_present_+aparecer+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
representaciones ^nfp+com+++++_plurn_derivn_+representación+
de ^en++++++_1wrdprep_+de+
tipo ^nms+com+++++_nodetnp_singn_+tipo+
funerario ^jms++++++_postadj_+funerario+
de ^en++++++_1wrdprep_+de+
esta ^d3fs+dem++++!!+_predem_+este+
asociación ^nfs+com++++!!+_singn_derivn_+asociación+
. ^punc+sent+.++++++
Otras ^d3fp+ind++++!!+_quant_+otro+
máscaras ^nfp+com+++++_plurn_+máscara+
, ^punc++,++++++
a ^en++++++_1wrdprep_+a+
su ^d3cs+pos+++++_prepos_+su+
vez ^nfs+com+++++_singn_+vez+
, ^punc++,++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
inclinan ^vm+ip+3p++++_indicat_present_+inclinar+
más ^r++++++_rbother_+más+
hacia ^en++++++_1wrdprep_+hacia+
la ^lfs+def+++++_defart_+la+
representación ^nfs+com+++++_singn_derivn_+representación+
de ^en++++++_1wrdprep_+de+
conceptos ^nmp+com+++++_nodetnp_plurn_+concepto+
filosóficos ^jmp++++++_postadj_+filosófico+
más ^r++++++_rbother_+más+
abstractos ^vm+ps+0p++++_preter_+abstraer+
. ^punc+sent+.++++++
Una ^lfs+ind+++++_lode_indefart_+un+
de ^en++++++_1wrdprep_+de+
ellas ^p3fp+per+++++_3pro_+ella+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
serpenteante ^jcs++++++_preadj_+serpenteante+
máscara ^nfs+com+++++_singn_+máscara+
Gran ^jcs++++++_postadj_preadj_+gran+
Madre ^n+prop+++++_propn_+madre+
de ^en++++++_1wrdprep_+de+
9 ^n+++++??+_nodetnp_++
metros ^nmp+com+++++_nodetnp_plurn_+metro+
de ^en++++++_1wrdprep_+de+
largo ^nms+com++++!!+_nodetnp_singn_+largo+
, ^punc++,++++++
rememora ^vm+ip+3s++++_indicat_present_+rememorar+
a ^en++++++_1wrdprep_+a+
la ^lfs+def+++++_defart_+la+
muerte ^nfs+com+++++_singn_+muerte+
. ^punc+sent+.++++++
Otra ^d3fs+ind++++!!+_quant_+otro+
, ^punc++,++++++
la ^p3fs+per+++++_3pro_+la+
cruciforme ^vm+++++??+++
máscara ^nfs+com+++++_nodetnp_singn_+máscara+
Kanaga ^v+++++??+++
, ^punc++,++++++
recrea ^vm+ip+3s++++_indicat_present_+recrear+
, ^punc++,++++++
junto ^+++++!!+++
con ^en++++++_1wrdprep_+con+
los ^lmp+def+++++_defart_+el+
motivos ^nmp+com++++!!+_plurn_+motivo+
de ^en++++++_1wrdprep_+de+
danza ^nfs+com+++++_nodetnp_singn_derivn_+danza+
representados ^vm+ps+0p+pstn+++_preter_+representar+
, ^punc++,++++++
el ^lms+def+++++_defart_+el+
origen ^nms+com+++++_singn_+origen+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
mundo ^nms+com+++++_singn_+mundo+
. ^punc+sent+.++++++
Más ^r++++++_rbother_+más+
a ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
este ^d3ms+dem++++!!+_predem_+este+
, ^punc++,++++++
entre ^en++++++_1wrdprep_+entre+
el ^lms+def+++++_defart_+el+
grupo ^nms+com+++++_singn_+grupo+
lingüístico ^jms++++++_postadj_+lingüístico+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
tamberma ^n+++++??+++
de ^en++++++_1wrdprep_+de+
Togo ^n+prop++++??+_propn_+togo+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
arquitectura ^nfs+com+++++_singn_+arquitectura+
doméstica ^jfs+++++!!+_postadj_+doméstico+
ha ^va+ip+3s++++_indicat_present_perfect_+haber+
alcanzado ^vm+ps+0s+++++alcanzar+
la ^lfs+def+++++_defart_+la+
cima ^nfs+com+++++_singn_+cima+
de ^en++++++_1wrdprep_+de+
belleza ^nfs+com+++++_nodetnp_singn_derivn_+belleza+
y ^con+coor+++++_gensingcon_+y+
complejidad ^nfs+com+++++_nodetnp_singn_derivn_+complejidad+
simbólica ^jfs++++++_postadj_+simbólico+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
castillos ^nmp+com+++++_plurn_+castillo+
' ^punc++'++++++
de ^en++++++_1wrdprep_+de+
barro ^nms+com++++!!+_nodetnp_singn_+barro+
de ^en++++++_1wrdprep_+de+
2 ^n+++++??+_nodetnp_++
pisos ^nmp+com+++++_nodetnp_plurn_+piso+
utilizados ^vm+ps+0p+pstn+por++_preter_+utilizar+
por ^en++++++_1wrdprep_+por+
este ^d3ms+dem++++!!+_predem_+este+
pueblo ^nms+com+++++_singn_+pueblo+
sirven ^vm+ip+3p++++_indicat_present_+servir+
no ^r++++++_rbother_+no+
sólo ^r+++++++sólo+
de ^en++++++_1wrdprep_+de+
viviendas ^nfp+com+++++_nodetnp_plurn_+vivienda+
, ^punc++,++++++
sino ^con+coor+++++_othsingcon_+sino+
también ^r++++++_rbother_+también+
como ^con+sub++++!!+_othsingcon_+como+
fortalezas ^nfp+com+++++_nodetnp_plurn_derivn_+fortaleza+
, ^punc++,++++++
catedrales ^jcp+++++!!++catedral+
, ^punc++,++++++
teatros ^nmp+com+++++_nodetnp_plurn_+teatro+
y ^con+coor+++++_gensingcon_+y+
diagramas ^vm+++++??+++
cosmológicos ^n+++++??+_nodetnp_++
. ^punc+sent+.++++++
A ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
igual ^nms+com++++!!+_singn_+igual+
que ^que+relat++++!!+_relproque_+que+
el ^lms+def+++++_defart_+el+
pueblo ^nms+com+++++_singn_+pueblo+
dogon ^vm+++++??+++
, ^punc++,++++++
cada ^d0cs+ind+++++_quant_+cada+
casa ^nfs+com+++++_singn_+casa+
tamberma ^n+++++??+_nodetnp_++
adopta ^vm+ip+3s++++_indicat_present_+adoptar+
las ^lfp+def+++++_defart_+la+
distintas ^jfp++++++_preadj_+distinto+
formas ^nfp+com+++++_plurn_+forma+
humanas ^jfp++++++_postadj_+humano+
. ^punc+sent+.++++++
De ^j+++++++de+
acuerdo ^j"+++++++acuerdo+
con ^en++++++_1wrdprep_+con+
ello ^p30s+per+++++_3pro_+ello+
, ^punc++,++++++
las ^lfp+def+++++_defart_+la+
fachadas ^nfp+com+++++_plurn_+fachada+
aparecen ^vm+ip+3p++++_indicat_present_+aparecer+
esgrafiadas ^n+++++??+_nodetnp_++
con ^en++++++_1wrdprep_+con+
los ^lmp+def+++++_defart_+el+
mismos ^p0mp+++++!!++mismo+
diseños ^nmp+com+++++_nodetnp_plurn_+diseño+
utilizados ^vm+ps+0p+pstn+por++_preter_+utilizar+
por ^en++++++_1wrdprep_+por+
las ^lfp+def+++++_defart_+la+
mujeres ^nfp+com+++++_plurn_+mujer+
en ^en++++++_1wrdprep_+en+
sus ^d3cp+pos+++++_prepos_+su+
adornos ^nmp+com+++++_plurn_+adorno+
. ^punc+sent+.++++++
Algunas ^d3fp+ind++++!!+_quant_+algún+
partes ^nfp+com+++++_plurn_+parte+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
cuerpo ^nms+com+++++_singn_+cuerpo+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
relacionan ^vm+ip+3p++++_indicat_present_+relacionar+
con ^en++++++_1wrdprep_+con+
determinados ^jmp+++++!!+_preadj_+determinado+
elementos ^nmp+com+++++_nodetnp_plurn_derivn_+elemento+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
vivienda ^nfs+com+++++_singn_+vivienda+
, ^punc++,++++++
y ^con+coor+++++_gensingcon_+y+
así ^r++++++_rbmannr_+así+
, ^punc++,++++++
por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
puerta ^nfs+com+++++_singn_+puerta+
con ^en++++++_1wrdprep_+con+
la ^lfs+def+++++_defart_+la+
boca ^nfs+com+++++_singn_+boca+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
ventana ^nfs+com+++++_singn_+ventana+
con ^en++++++_1wrdprep_+con+
los ^lmp+def+++++_defart_+el+
ojos ^nmp+com+++++_plurn_+ojo+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
piedra ^nfs+com+++++_singn_+piedra+
de ^en++++++_1wrdprep_+de+
moler ^vm+n0+00+pstn++++moler+
con ^en++++++_1wrdprep_+con+
los ^lmp+def+++++_defart_+el+
dientes ^nmp+com+++++_plurn_+diente+
, ^punc++,++++++
y ^con+coor+++++_gensingcon_+y+
así ^r++++++_rbmannr_+así+
sucesivamente ^r++++++_rbmente_+sucesivamente+
. ^punc+sent+.++++++
B ^n00+++++!!+_nodetnp_+b+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
bosques ^nmp+com+++++_plurn_+bosque+
occidentales ^jcp+++++!!+_postadj_+occidental+
La ^lfs+def+++++_defart_+la+
gran ^jcs++++++_preadj_+gran+
masa ^nfs+com+++++_singn_+masa+
forestal ^jcs++++++_postadj_+forestal+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
costa ^nfs+com+++++_singn_+costa+
oeste ^jcs+++++!!+_postadj_+oeste+
, ^punc++,++++++
bañada ^vm+ps+0s++++_preter_+bañar+
por ^en++++++_1wrdprep_+por+
el ^lms+def+++++_defart_+el+
Atlántico ^n+prop++++!!+_propn_+atlántico+
, ^punc++,++++++
a ^r++++++_rbother_+a+
menudo ^r"+++++++menudo+
llamada ^nfs+com++++!!+_nodetnp_singn_+llamada+
costa ^nfs+com+++++_nodetnp_singn_+costa+
de ^en++++++_1wrdprep_+de+
Guinea ^n+prop+++++_propn_+guinea+
, ^punc++,++++++
engloba ^vm+ip+3s++++_indicat_present_+englobar+
las ^lfp+def+++++_defart_+la+
distintas ^jfp++++++_preadj_+distinto+
culturas ^nfp+com+++++_plurn_+cultura+
y ^con+coor+++++_gensingcon_+y+
artes ^ncp+com+++++_nodetnp_plurn_+arte+
de ^en++++++_1wrdprep_+de+
Guinea ^n+prop+++++_propn_+guinea+
, ^punc++,++++++
Sierra ^n+prop++++!!+_propn_+sierra+
Leona ^n+prop+++++_propn_+leona+
, ^punc++,++++++
Liberia ^n+prop++++??+_propn_+liberia+
y ^con+coor+++++_gensingcon_+y+
Costa ^n+prop+++++_propn_+costa+
de ^en++++++_1wrdprep_+de+
Marfil ^n+prop+++++_propn_+marfil+
en ^en++++++_1wrdprep_+en+
el ^lms+def+++++_defart_+el+
oeste ^n00+++++!!++oeste+
, ^punc++,++++++
y ^con+coor+++++_gensingcon_+y+
Ghana ^n+prop+++++_propn_+ghana+
, ^punc++,++++++
Togo ^n+prop++++??+_propn_+togo+
, ^punc++,++++++
Benín ^n+prop++++??+_propn_+benín+
y ^con+coor+++++_gensingcon_+y+
Nigeria ^n+prop+++++_propn_+nigeria+
en ^en++++++_1wrdprep_+en+
el ^lms+def+++++_defart_+el+
este ^d3ms+dem++++!!+_predem_+este+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
los ^lmp+def+++++_defart_+el+
bosques ^nmp+com+++++_plurn_+bosque+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
costa ^nfs+com+++++_singn_+costa+
occidental ^jcs++++++_postadj_+occidental+
, ^punc++,++++++
el ^lms+def+++++_defart_+el+
arte ^nms+com+++++_singn_+arte+
está ^va+ip+3s++++_indicat_present_vexist_+estar+
controlado ^vm+ps+0s+++++controlar+
y ^con+coor+++++_gensingcon_+y+
patrocinado ^vm+ps+0s++++_preter_+patrocinar+
por ^en++++++_1wrdprep_+por+
asociaciones ^nfp+com+++++_nodetnp_plurn_derivn_+asociación+
de ^en++++++_1wrdprep_+de+
hombres ^nmp+com+++++_nodetnp_plurn_+hombre+
y ^con+coor+++++_gensingcon_+y+
mujeres ^nfp+com+++++_nodetnp_plurn_+mujer+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
tipo ^nms+com+++++_singn_+tipo+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
sandé ^n+++++??+++
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
poro ^nms+com+++++_singn_+poro+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
la ^lfs+def+++++_defart_+la+
sociedad ^nfs+com+++++_singn_derivn_+sociedad+
de ^en++++++_1wrdprep_+de+
mujeres ^nfp+com+++++_nodetnp_plurn_+mujer+
sandé ^n+++++??+_nodetnp_++
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
mende ^n+++++??+++
( ^punc++(++++++
Sierra ^n+prop++++!!+_propn_+sierra+
Leona ^n+prop+++++_propn_+leona+
, ^punc++,++++++
) ^punc++)++++++
tienen ^vm+ip+3p++++_indicat_present_+tener+
particular ^jcs+++++!!+_preadj_+particular+
importancia ^nfs+com+++++_nodetnp_singn_derivn_+importancia+
sus ^d3cp+pos+++++_prepos_+su+
máscaras ^nfp+com+++++_plurn_+máscara+
, ^punc++,++++++
bruñidas ^n+++++??+_nodetnp_++
en ^en++++++_1wrdprep_+en+
negro ^nms+com++++!!+_nodetnp_singn_+negro+
, ^punc++,++++++
que ^que+relat++++!!+_relproque_+que+
reflejan ^vm+ip+3p++++_indicat_present_+reflejar+
la ^lfs+def+++++_defart_+la+
belleza ^nfs+com+++++_singn_derivn_+belleza+
y ^con+coor+++++_gensingcon_+y+
riqueza ^nfs+com+++++_nodetnp_singn_derivn_+riqueza+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
mar ^ncs+com+++++_singn_+mar+
. ^punc+sent+.++++++
Tales ^d0cp+dem+++++_predem_+tal+
máscaras ^nfp+com+++++_plurn_+máscara+
son ^va+ip+3p++++_vexist_+ser+
llevadas ^vm+ps+0p+psv+por++_preter_serpsvpor_+llevar+
por ^en++++++_1wrdprep_+por+
los ^lmp+def+++++_defart_+el+
líderes ^nmp+com+++++_plurn_+líder+
femeninos ^jmp++++++_postadj_+femenino+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
asociación ^nfs+com++++!!+_singn_derivn_+asociación+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
ceremonias ^nfp+com+++++_plurn_+ceremonia+
de ^en++++++_1wrdprep_+de+
iniciación ^nfs+com+++++_nodetnp_singn_derivn_+iniciación+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
jóvenes ^jmp+++++!!+_preadj_+joven+
mujeres ^nfp+com+++++_plurn_+mujer+
que ^que+relat++++!!+_relproque_+que+
ingresan ^vm+ip+3p++++_indicat_present_+ingresar+
en ^en++++++_1wrdprep_+en+
la ^lfs+def+++++_defart_+la+
comunidad ^nfs+com++++!!+_singn_derivn_+comunidad+
. ^punc+sent+.++++++
La ^lfs+def+++++_defart_+la+
más ^r++++++_rbother_+más+
bella ^jfs+++++++bello+
de ^en++++++_1wrdprep_+de+
estas ^d3fp+dem++++!!+_predem_+este+
máscaras ^nfp+com+++++_plurn_+máscara+
refleja ^vm+ip+3s++++_indicat_present_+reflejar+
, ^punc++,++++++
a ^en++++++_1wrdprep_+a+
su ^d3cs+pos+++++_prepos_+su+
modo ^nms+com+++++_singn_+modo+
, ^punc++,++++++
las ^lfp+def+++++_defart_+la+
características ^nfp+com++++!!+_plurn_+característica+
que ^que+relat++++!!+_relproque_+que+
los ^lmp+def+++++_defart_+el+
mende ^n+++++??+++
admiran ^vm+ip+3p++++_indicat_present_+admirar+
de ^en++++++_1wrdprep_+de+
sí ^r+++++!!+_rbother_+sí+
mismos ^p0mp+++++!!++mismo+
: ^punc+sent+:++++++
una ^lfs+ind+++++_indefart_+un+
frente ^r++++++_rbother_+frente+
elevada ^jfs+++++!!++elevado+
, ^punc++,++++++
despejada ^jfs+++++!!++despejado+
, ^punc++,++++++
un ^lms+ind+++++_indefart_+un+
tocado ^vm+ps+0s++++_preter_+tocar+
ricamente ^r++++++_rbmente_+ricamente+
elaborado ^jms+++++!!++elaborado+
, ^punc++,++++++
y ^con+coor+++++_gensingcon_+y+
un ^lms+ind+++++_indefart_+un+
cuello ^nms+com+++++_singn_+cuello+
de ^en++++++_1wrdprep_+de+
marcada ^jfs+++++!!+_preadj_+marcado+
elegancia ^nfs+com+++++_nodetnp_singn_derivn_+elegancia+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
poro ^nms+com+++++_singn_+poro+
, ^punc++,++++++
asociación ^nfs+com++++!!+_nodetnp_singn_derivn_+asociación+
paralela ^jfs++++++_postadj_+paralelo+
de ^en++++++_1wrdprep_+de+
hombres ^nmp+com+++++_nodetnp_plurn_+hombre+
, ^punc++,++++++
también ^r++++++_rbother_+también+
tienen ^vm+ip+3p++++_indicat_present_+tener+
una ^lfs+ind+++++_indefart_+un+
importante ^jcs++++++_preadj_+importante+
tradición ^nfs+com+++++_singn_derivn_+tradición+
de ^en++++++_1wrdprep_+de+
máscaras ^nfp+com+++++_nodetnp_plurn_+máscara+
. ^punc+sent+.++++++
De ^en++++++_1wrdprep_+de+
Liberia ^n+prop++++??+_propn_+liberia+
y ^con+coor+++++_gensingcon_+y+
Costa ^n+prop+++++_propn_+costa+
de ^en++++++_1wrdprep_+de+
Marfil ^n+prop+++++_propn_+marfil+
son ^vm+ip+3p++++_indicat_present_mvser_vexist_+ser+
los ^p3mp+per+++++_3pro_+el+
